customer_id,churn_score,uplift_score,quadrant_label,recommended_action,execution_timestamp
9061-TIHDA,0.8887,-0.0359,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2293-IJWPS,0.2572,0.3061,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1707-HABPF,0.3611,0.0338,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6701-DHKWQ,0.0662,-0.0424,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0743-HRVFF,0.1038,0.0768,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5458-CQJTA,0.0681,-0.0119,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1480-BKXGA,0.0713,0.0095,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4236-XPXAV,0.8782,0.023,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2195-VVRJF,0.6617,0.1346,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5052-PNLOS,0.9045,-0.0601,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
4176-RELJR,0.0757,-0.0406,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6298-QDFNH,0.8369,0.0633,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8519-IMDHU,0.8612,0.1178,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7000-WCEVQ,0.6405,0.0209,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9851-QXEEQ,0.8412,0.1708,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
3429-IFLEM,0.0646,-0.0028,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0841-NULXI,0.7676,0.2003,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2585-KTFRE,0.8581,-0.0797,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
2675-DHUTR,0.7879,0.1002,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3850-OKINF,0.094,0.0777,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6168-YBYNP,0.4922,0.0529,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2858-MOFSQ,0.2404,0.1076,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9214-EKVXR,0.7458,0.1856,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0362-RAOQO,0.072,-0.0044,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8548-AWOFC,0.2336,0.1568,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7167-PCEYD,0.0716,-0.0343,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7989-AWGEH,0.2438,0.2792,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2732-ISEZX,0.5357,0.193,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7596-IIWYC,0.0677,-0.0235,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3462-BJQQA,0.9057,0.0245,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7760-OYPDY,0.8844,0.0524,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2225-ZRGSG,0.0692,0.0064,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3884-UEBXB,0.0674,-0.0038,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1722-LDZJS,0.1126,0.0449,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7402-PWYJJ,0.1934,0.1103,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5019-GQVCR,0.6853,0.0815,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6896-SRVYQ,0.6926,0.0269,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0531-ZZJWQ,0.5247,0.0228,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2272-UOINI,0.7912,0.026,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3584-WKTTW,0.2215,0.1721,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5895-QSXOD,0.8449,0.0856,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1213-NGCUN,0.6767,0.1855,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0968-GSIKN,0.8867,0.087,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3523-QRQLL,0.3177,0.1022,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6024-RUGGH,0.0669,0.0191,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6500-JVEGC,0.1173,0.1247,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4450-YOOHP,0.3563,0.1279,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5429-LWCMV,0.8738,0.1218,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1415-YFWLT,0.905,0.1717,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1686-STUHN,0.0899,0.0529,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1792-UXAFY,0.8772,0.1335,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8285-ABVLB,0.0688,-0.0368,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0027-KWYKW,0.8344,0.1146,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0420-TXVSG,0.0652,0.01,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7110-BDTWG,0.0653,-0.0016,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5172-MIGPM,0.7714,0.1176,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3082-YVEKW,0.1017,-0.09,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
5986-WWXDV,0.0883,0.0537,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7396-VJUZB,0.6584,0.015,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6518-LGAOV,0.8188,0.1767,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2045-BMBTJ,0.5114,0.1042,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0330-BGYZE,0.137,0.2368,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0363-SVHYR,0.0639,0.0238,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2740-JFBOK,0.5622,0.0609,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2612-PHGOX,0.066,-0.0114,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4012-YCFAI,0.0677,0.0165,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5295-PCJOO,0.7815,-0.0272,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1945-XISKS,0.0691,0.0067,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2436-QBZFP,0.5243,0.0735,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4123-FCVCB,0.4295,0.2084,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
8818-DOPVL,0.8497,0.1419,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2266-FUBDZ,0.0871,0.0672,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4077-CROMM,0.8485,0.2803,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2812-REYAT,0.0837,0.0468,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5565-FILXA,0.8615,-0.042,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4853-RULSV,0.0747,0.023,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5222-IMUKT,0.7725,0.0765,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2656-TABEH,0.9116,-0.0171,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7576-OYWBN,0.9043,0.0098,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4547-LYTDD,0.8449,0.0912,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0196-VULGZ,0.8904,0.0224,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4881-GQJTW,0.3345,0.0476,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1325-USMEC,0.0744,0.0117,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0667-NSRGI,0.1312,0.1509,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
8082-GHXOP,0.7108,0.0579,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1231-YNDEK,0.0683,0.0125,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8215-NGSPE,0.0735,0.0112,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0939-YAPAF,0.837,0.0927,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7129-CAKJW,0.8083,0.1321,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1955-IBMMB,0.068,0.0126,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8263-OKETD,0.7178,0.1145,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2342-CKIAO,0.5656,0.1249,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8617-ENBDS,0.8924,0.0506,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2672-OJQZP,0.719,0.0603,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6116-RFVHN,0.8545,0.0979,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5176-LDKUH,0.1889,0.2287,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5196-WPYOW,0.0847,0.0898,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2985-FMWYF,0.8715,0.0344,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9306-CPCBC,0.8864,0.0533,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2322-VCZHZ,0.8836,0.104,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4329-YPDDQ,0.7083,0.0534,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4729-XKASR,0.6735,0.1347,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5696-EXCYS,0.0893,0.0452,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7493-GVFIO,0.0775,0.0311,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4671-VJLCL,0.0649,-0.0079,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0691-JVSYA,0.2898,0.0979,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5567-GZKQY,0.0681,-0.0146,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0725-CXOTM,0.2311,0.1167,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3249-ZPQRG,0.9048,0.0215,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2466-NEJOJ,0.5046,0.0551,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8775-CEBBJ,0.5972,0.1164,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2065-MMKGR,0.2201,0.1159,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5461-QKNTN,0.77,0.0667,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5707-ORNDZ,0.8067,0.0133,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9620-ENEJV,0.8729,0.0034,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7929-SKFGK,0.0704,0.0172,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9677-AVKED,0.1749,0.1365,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7140-ADSMJ,0.4628,0.125,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0727-BMPLR,0.498,0.1139,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6996-KNSML,0.8939,0.1476,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1725-IQNIY,0.0892,0.1218,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5141-ZUVBH,0.8512,0.0094,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3588-WSTTJ,0.8502,0.0157,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2027-OAQQC,0.2955,0.1751,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
3680-CTHUH,0.1432,0.0821,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2746-DIJLO,0.1314,0.0453,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9637-CDTKZ,0.0659,-0.0047,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3096-JRDSO,0.7854,0.2027,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
4712-AUQZO,0.5272,0.1695,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0436-TWFFZ,0.0672,0.0079,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9137-NOQKA,0.7235,-0.0158,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6283-GITPX,0.0644,0.0011,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6538-POCHL,0.6401,0.0928,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4385-GZQXV,0.842,0.0479,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7730-IUTDZ,0.6805,0.1161,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2379-ENZGV,0.9062,0.0319,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7881-EVUAD,0.8099,0.0295,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7563-BIUPC,0.9009,0.01,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4177-JPDFU,0.6528,0.1089,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7471-WNSUF,0.0861,0.0889,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0529-ONKER,0.8749,0.094,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8818-XYFCQ,0.7952,0.1052,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7647-GYYKX,0.0804,-0.0245,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8668-KNZTI,0.1041,0.0001,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4816-JBHOV,0.8612,-0.036,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1481-ZUWZA,0.8065,0.0809,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4377-VDHYI,0.3718,0.0966,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5351-QESIO,0.6422,0.2068,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
3724-BSCVH,0.3143,0.1289,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2654-VBVPB,0.5437,0.1958,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
8544-GOQSH,0.7205,0.0975,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4472-LVYGI,0.1177,-0.2038,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
8237-ULIXL,0.0683,0.0064,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0112-QWPNC,0.2352,0.1983,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
6629-LADHQ,0.8133,-0.0047,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9944-HKVVB,0.9074,0.0216,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8898-KASCD,0.0932,0.0887,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7727-SHVZV,0.4432,0.0623,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3557-HTYWR,0.0726,-0.0129,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3007-FDPEA,0.5843,0.1173,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9919-KNPOO,0.8777,0.0535,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4833-QTJNO,0.357,0.1037,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6048-UWKAL,0.0671,-0.0047,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7570-WELNY,0.0735,-0.0147,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5049-MUBWG,0.2818,-0.011,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1371-WEPDS,0.1403,-0.011,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9418-RUKPH,0.0714,0.0196,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0265-EDXBD,0.7945,0.003,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6900-PXRMS,0.8687,0.0691,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8468-FZTOE,0.0645,-0.0157,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9738-QLWTP,0.2605,0.1104,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1229-RCALF,0.1137,0.0397,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2821-WARNZ,0.0924,0.0476,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7892-QVYKW,0.84,0.2117,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
4860-YZGZM,0.4311,0.0686,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6184-DYUOB,0.4365,0.1521,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2794-XIMMO,0.1203,0.0216,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5356-RHIPP,0.6273,0.387,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
9084-OAYKL,0.071,0.0068,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5727-MYATE,0.0635,0.0007,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8637-XJIVR,0.8651,0.0819,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9617-UDPEU,0.0994,0.0593,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2074-GUHPQ,0.7468,0.0554,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0508-SQWPL,0.0666,-0.0037,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8091-TTVAX,0.1678,0.2008,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
8591-TKMZH,0.0827,0.1393,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9512-PHSMG,0.5008,0.02,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7021-XSNYE,0.0881,-0.1728,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
7534-BFESC,0.844,-0.0237,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0818-OCPZO,0.7936,-0.038,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9374-YOLBJ,0.6117,0.026,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3190-ITQXP,0.0693,-0.0136,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8845-LWKGE,0.2912,0.1632,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1104-FEJAM,0.7201,0.087,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7030-NJVDP,0.8303,0.1627,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5914-XRFQB,0.0681,0.0365,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8410-BGQXN,0.6212,0.0595,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3845-JHAMY,0.4123,0.0873,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2167-FQSTQ,0.0642,-0.0695,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
4868-AADLV,0.1329,0.0991,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
